bn:00000001n	factotum
bn:00000002n	geography
bn:00000003n	military
bn:00000004n	number
bn:00000005n	number
bn:00000006n	chemistry
bn:00000007n	play	sport
bn:00000008n	number
bn:00000009n	number
bn:00000010n	number
bn:00000011n	number
bn:00000012n	number
bn:00000013n	number
bn:00000014n	number
bn:00000015n	number
bn:00000016n	number
bn:00000017n	number
bn:00000018n	school
bn:00000019n	religion	time_period
bn:00000020n	number
bn:00000021n	music
bn:00000022n	number
bn:00000023n	number
bn:00000024n	number
bn:00000025n	number
bn:00000026n	time_period
bn:00000027n	number
bn:00000028n	time_period
bn:00000029n	time_period
bn:00000030n	politics
bn:00000031n	factotum
bn:00000032n	number
bn:00000033n	metrology	psychology
bn:00000034n	number
bn:00000035n	number
bn:00000036n	time_period
bn:00000037n	time_period
bn:00000038n	time_period
bn:00000039n	time_period
bn:00000040n	time_period
bn:00000041n	politics
bn:00000042n	number
bn:00000044n	time_period
bn:00000045n	time_period
bn:00000046n	time_period
bn:00000047n	time_period
bn:00000048n	time_period
bn:00000049n	time_period
bn:00000050n	time_period
bn:00000051n	time_period
bn:00000052n	number
bn:00000053n	time_period
bn:00000054n	time_period
bn:00000055n	time_period
bn:00000056n	time_period
bn:00000057n	time_period
bn:00000058n	time_period
bn:00000059n	time_period
bn:00000060n	time_period
bn:00000061n	time_period
bn:00000062n	music	religion
bn:00000063n	music	religion
bn:00000064n	music	religion
bn:00000065n	music	religion
bn:00000066n	music	religion
bn:00000067n	post
bn:00000068n	commerce	politics	publishing
bn:00000069n	history	philosophy	politics	school
bn:00000070n	history	politics
bn:00000071n	history	politics
bn:00000072n	history	politics
bn:00000073n	military
bn:00000074n	history	military
bn:00000075n	number
bn:00000076n	play	sport
bn:00000077n	chemistry
bn:00000078n	chemistry
bn:00000079n	number
bn:00000081n	number
bn:00000082n	number
bn:00000084n	number
bn:00000085n	number
bn:00000086n	factotum
bn:00000088n	time_period
bn:00000089n	number
bn:00000090n	number
bn:00000091n	number
bn:00000092n	number
bn:00000093n	number
bn:00000094n	music	religion
bn:00000095n	music	religion
bn:00000096n	music	religion
bn:00000097n	music	religion
bn:00000098n	music	religion
bn:00000099n	military
bn:00000100n	number
bn:00000101n	racing	sociology	telecommunication
bn:00000102n	factotum
bn:00000103n	play	sport
bn:00000104n	number
bn:00000105n	factotum
bn:00000106n	time_period
bn:00000107n	time_period
bn:00000108n	metrology
bn:00000109n	politics
bn:00000110n	chemistry	pharmacy
bn:00000111n	number
bn:00000112n	play	sport
bn:00000113n	number
bn:00000114n	economy
bn:00000115n	metrology
bn:00000116n	factotum
bn:00000117n	transport
